record_id,date,mine_name,state,district,mine_latitude,mine_longitude,target_rom_tonnes,actual_rom_tonnes,equipment_downtime_hours,blast_delay_minutes,rainfall_mm,target_basis,calibration_quality,data_status,shortfall_tonnes,shortfall_pct,shortfall_flag,rain_3d_mm,downtime_3d_hours,rain_7d_mm,downtime_7d_hours,soil_moisture_pct,soil_moisture_3d_avg,soil_moisture_7d_avg,soil_moisture_source
PROD-0002445,2009-12-10,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,772.72,645.8,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,126.92,16.425,1,0.0,3.48,0.0,9.07,32.35,32.97,37.48,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002446,2009-12-11,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,991.99,805.29,4.15,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,186.7,18.821,1,0.0,4.87,0.0,12.57,30.48,31.47,35.48,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002447,2009-12-12,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,986.4,762.0,1.3,83,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,224.4,22.749,1,0.0,5.45,0.0,11.52,29.3,30.71,33.56,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002448,2009-12-13,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,887.65,703.82,3.34,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,183.83,20.71,1,0.0,8.79,0.0,13.7,26.56,28.78,31.73,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002449,2009-12-14,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,955.45,827.76,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,127.69,13.364,1,0.0,4.64,0.0,12.27,24.19,26.68,29.92,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002450,2009-12-15,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,989.84,789.59,0.02,0,1.64,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,200.25,20.231,1,1.64,3.36,1.64,9.53,22.87,24.54,28.19,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002451,2009-12-16,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,853.58,724.19,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,129.39,15.159,1,1.64,0.02,1.64,8.81,22.51,23.19,26.89,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002452,2009-12-17,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,878.13,721.68,1.75,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,156.45,17.816,1,1.64,1.77,1.64,10.56,20.15,21.84,25.15,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002453,2009-12-18,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1016.77,787.09,3.27,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,229.68,22.589,1,0.0,5.02,1.64,9.68,18.47,20.38,23.44,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002454,2009-12-19,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,916.73,733.31,2.07,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,183.42,20.008,1,0.0,7.09,1.64,10.45,17.92,18.85,21.81,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002455,2009-12-20,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1046.69,847.87,0.31,0,1.48,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,198.82,18.995,1,1.48,5.65,3.12,7.42,19.46,18.62,20.8,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002456,2009-12-21,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,996.23,794.17,2.72,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,202.06,20.282,1,1.48,5.1,3.12,10.14,18.35,18.58,19.96,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002457,2009-12-22,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,903.84,762.32,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,141.52,15.658,1,1.48,3.03,1.48,10.12,18.93,18.91,19.4,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002458,2009-12-23,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1054.53,849.64,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,204.89,19.43,1,0.0,2.72,1.48,10.12,16.58,17.95,18.55,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002459,2009-12-24,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,941.46,703.44,6.37,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,238.02,25.282,1,0.0,6.37,1.48,14.74,15.51,17.01,17.89,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002460,2009-12-25,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1016.43,841.78,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,174.65,17.183,1,0.0,6.37,1.48,11.47,15.07,15.72,17.4,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002461,2009-12-26,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,946.56,783.81,2.75,0,3.2,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,162.75,17.194,1,3.2,9.12,4.68,12.15,17.0,15.86,17.27,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002462,2009-12-27,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,895.27,710.06,0.96,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,185.21,20.688,1,3.2,3.71,3.2,12.8,17.29,16.45,16.96,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002463,2009-12-28,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,884.13,705.56,1.78,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,178.57,20.197,1,3.2,5.49,3.2,11.86,18.36,17.55,16.96,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002464,2009-12-29,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,926.42,741.17,2.4,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,185.25,19.996,1,0.0,5.14,3.2,14.26,16.92,17.52,16.68,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002465,2009-12-30,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,941.22,778.07,0.26,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,163.15,17.334,1,0.0,4.44,3.2,14.52,17.16,17.48,16.76,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002466,2009-12-31,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1026.42,814.95,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,211.47,20.603,1,0.0,2.66,3.2,8.15,16.56,16.88,16.91,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002467,2010-01-01,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1062.57,882.11,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,180.46,16.983,1,0.0,0.26,3.2,8.15,17.45,17.06,17.25,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002468,2010-01-02,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,838.09,668.85,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,169.24,20.194,1,0.0,0.0,0.0,5.4,18.51,17.51,17.46,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002469,2010-01-03,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,888.19,756.15,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,132.04,14.866,1,0.0,0.0,0.0,4.44,17.81,17.92,17.54,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002470,2010-01-04,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,932.34,762.51,0.92,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,169.83,18.215,1,0.0,0.92,0.0,3.58,17.03,17.78,17.35,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002471,2010-01-05,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1046.15,838.21,0.53,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,207.94,19.877,1,0.0,1.45,0.0,1.71,17.83,17.56,17.48,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002472,2010-01-06,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,956.64,730.96,5.96,0,8.1,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,225.68,23.591,1,8.1,7.41,8.1,7.41,25.29,20.05,18.64,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002473,2010-01-07,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1030.6,877.22,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,153.38,14.883,1,8.1,6.49,8.1,7.41,24.05,22.39,19.71,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002474,2010-01-08,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,916.94,705.5,4.92,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,211.44,23.059,1,8.1,10.88,8.1,12.33,22.78,24.04,20.47,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002475,2010-01-09,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,884.76,718.84,2.71,0,2.06,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,165.92,18.753,1,2.06,7.63,10.16,15.04,23.77,23.53,21.22,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002476,2010-01-10,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,972.69,805.7,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,166.99,17.168,1,2.06,7.63,10.16,15.04,22.01,22.85,21.82,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002477,2010-01-11,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,969.4,795.22,0.01,0,0.88,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,174.18,17.968,1,2.94,2.72,11.04,14.13,19.96,21.91,22.24,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002478,2010-01-12,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,857.06,713.7,0.66,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,143.36,16.727,1,0.88,0.67,11.04,14.26,17.61,19.86,22.21,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002479,2010-01-13,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,945.53,769.89,0.02,0,1.07,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,175.64,18.576,1,1.95,0.69,4.01,8.32,16.46,18.01,20.95,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002480,2010-01-14,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,939.9,788.28,0.77,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,151.62,16.132,1,1.07,1.45,4.01,9.09,15.12,16.4,19.67,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002481,2010-01-15,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,924.56,766.34,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,158.22,17.113,1,1.07,0.79,4.01,4.17,13.82,15.13,18.39,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002482,2010-01-16,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1068.7,854.55,1.73,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,214.15,20.038,1,0.0,2.5,1.95,3.19,16.43,15.12,17.34,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002483,2010-01-17,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,963.26,767.7,3.43,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,195.56,20.302,1,0.0,5.16,1.95,6.62,16.09,15.45,16.5,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002484,2010-01-18,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,923.41,695.77,5.08,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,227.64,24.652,1,0.0,10.24,1.07,11.69,15.79,16.1,15.9,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002485,2010-01-19,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,958.65,776.93,2.35,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,181.72,18.956,1,0.0,10.86,1.07,13.38,13.18,15.02,15.27,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002486,2010-01-20,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,985.68,777.61,0.13,0,8.84,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,208.07,21.109,1,8.84,7.56,8.84,13.49,19.65,16.21,15.73,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002487,2010-01-21,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,951.63,747.85,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,203.78,21.414,1,8.84,2.48,8.84,12.72,19.74,17.52,16.39,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002488,2010-01-22,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,930.58,760.11,0.89,18,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,170.47,18.319,1,8.84,1.02,8.84,13.61,16.44,18.61,16.76,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002489,2010-01-23,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,906.58,714.98,3.91,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,191.6,21.134,1,0.0,4.8,8.84,15.79,17.79,17.99,16.95,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002490,2010-01-24,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1019.75,823.62,0.48,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,196.13,19.233,1,0.0,5.28,8.84,12.84,18.81,17.68,17.34,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002491,2010-01-25,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,977.79,789.51,1.0,25,10.63,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,188.28,19.256,1,10.63,5.39,19.47,8.76,27.71,21.44,19.05,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002492,2010-01-26,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,937.45,779.57,1.99,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,157.88,16.841,1,10.63,3.47,19.47,8.4,25.62,24.05,20.82,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002493,2010-01-27,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1087.56,868.07,0.0,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,219.49,20.182,1,10.63,2.99,10.63,8.27,23.86,25.73,21.42,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002494,2010-01-28,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,996.8,764.29,3.96,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,232.51,23.326,1,0.0,5.95,10.63,12.23,22.45,23.98,21.81,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002495,2010-01-29,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,915.9,708.38,4.02,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,207.52,22.657,1,0.0,7.98,10.63,15.36,22.8,23.04,22.72,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
PROD-0002496,2010-01-30,Dongri Buzurg,Maharashtra,Bhandara,21.546128,79.686722,1002.45,820.47,0.52,0,0.0,HISTORICAL_ROM_CAPACITY_PROXY,PROXY_NOT_SAME_PERIOD_PLAN,SYNTHETIC_DAILY_CALIBRATED_TO_PUBLIC_ANNUAL_REFERENCE,181.98,18.154,1,0.0,8.5,10.63,11.97,21.67,22.31,23.27,SYNTHETIC_DEMO_CORRELATED_WITH_RAINFALL_REPLACE_WITH_NASA_SMAP_OR_ISRO_BHUVAN
