date,mine_name,base_capacity,rainfall_mm,rain_3d_mm,rain_7d_mm,soil_moisture_pct,equipment_downtime_hours,blast_delay_minutes,actual_rom_tonnes
2024-09-24,Tirodi,299.1,0.0,16.43,38.84,55.16,0.66,7.17,262.74
2024-09-25,Tirodi,299.1,131.89,60.39,49.91,60.0,1.68,12.97,224.65
2024-09-26,Tirodi,299.1,0.0,43.96,32.03,55.83,0.53,11.23,263.42
2024-09-27,Tirodi,299.1,0.0,43.96,25.88,52.62,0.46,13.63,253.75
2024-09-28,Tirodi,299.1,0.0,0.0,25.88,48.33,1.47,10.13,264.96
2024-09-29,Tirodi,299.1,0.0,0.0,25.88,44.86,1.98,26.18,259.07
2024-09-30,Tirodi,299.1,65.78,21.93,28.24,60.0,1.27,3.73,254.85
2024-10-01,Tirodi,299.1,4.15,23.31,28.83,55.82,1.24,11.71,253.9
2024-10-02,Tirodi,299.1,0.0,23.31,9.99,49.63,0.75,16.46,260.13
2024-10-03,Tirodi,299.1,0.0,1.38,9.99,47.2,1.18,5.84,270.97
2024-10-04,Tirodi,299.1,0.0,0.0,9.99,44.87,0.89,4.55,273.25
2024-10-05,Tirodi,299.1,0.0,0.0,9.99,42.58,0.45,2.49,267.85
2024-10-06,Tirodi,299.1,0.0,0.0,9.99,41.99,1.22,3.07,260.04
2024-10-07,Tirodi,299.1,0.0,0.0,0.59,38.39,1.68,23.95,264.71
2024-10-08,Tirodi,299.1,0.0,0.0,0.0,37.62,4.19,20.55,258.74
2024-10-09,Tirodi,299.1,0.0,0.0,0.0,35.42,0.0,0.0,283.43
2024-10-10,Tirodi,299.1,0.0,0.0,0.0,31.07,0.0,3.81,282.17
2024-10-11,Tirodi,299.1,0.0,0.0,0.0,29.04,3.28,12.81,261.47
2024-10-12,Tirodi,299.1,0.0,0.0,0.0,27.98,0.09,3.29,288.58
2024-10-13,Tirodi,299.1,0.0,0.0,0.0,26.43,1.04,11.09,290.86
2024-10-14,Tirodi,299.1,0.0,0.0,0.0,23.7,0.0,1.55,297.11
2024-10-15,Tirodi,299.1,0.0,0.0,0.0,19.21,0.04,12.97,301.65
2024-10-16,Tirodi,299.1,0.0,0.0,0.0,16.79,2.13,14.31,285.59
2024-10-17,Tirodi,299.1,6.75,2.25,0.96,18.21,0.88,3.2,288.67
2024-10-18,Tirodi,299.1,0.0,2.25,0.96,16.55,1.33,3.84,291.91
2024-10-19,Tirodi,299.1,0.0,2.25,0.96,13.36,3.15,9.03,271.52
2024-10-20,Tirodi,299.1,6.5,2.17,1.89,15.01,2.1,8.91,276.2
2024-10-21,Tirodi,299.1,0.0,2.17,1.89,13.33,0.0,6.85,291.99
2024-10-22,Tirodi,299.1,0.0,2.17,1.89,11.97,0.23,10.02,283.48
2024-10-23,Tirodi,299.1,0.0,0.0,1.89,12.13,6.02,11.39,254.83
2024-10-24,Tirodi,299.1,0.0,0.0,0.93,11.48,2.0,2.82,287.31
2024-10-25,Tirodi,299.1,0.0,0.0,0.93,11.35,0.96,1.76,297.96
2024-10-26,Tirodi,299.1,25.48,8.49,4.57,20.43,2.05,1.84,292.31
2024-10-27,Tirodi,299.1,0.0,8.49,3.64,19.99,0.67,7.91,297.14
2024-10-28,Tirodi,299.1,0.0,8.49,3.64,19.8,1.19,5.03,291.24
2024-10-29,Tirodi,299.1,0.0,0.0,3.64,18.28,0.15,18.85,295.53
2024-10-30,Tirodi,299.1,0.0,0.0,3.64,17.24,0.0,9.91,304.38
2024-10-31,Tirodi,299.1,0.0,0.0,3.64,15.18,4.13,17.22,268.34
2024-11-01,Tirodi,299.1,0.0,0.0,3.64,14.04,2.08,0.0,290.97
2024-11-02,Tirodi,299.1,0.0,0.0,0.0,12.75,1.55,7.08,283.86
2024-11-03,Tirodi,299.1,0.0,0.0,0.0,12.25,3.34,8.38,272.32
2024-11-04,Tirodi,299.1,0.0,0.0,0.0,11.37,0.74,4.33,284.34
2024-11-05,Tirodi,299.1,0.0,0.0,0.0,9.96,1.79,6.95,285.73
2024-11-06,Tirodi,299.1,0.0,0.0,0.0,10.07,1.09,0.0,290.92
2024-11-07,Tirodi,299.1,0.0,0.0,0.0,10.62,0.51,23.91,287.84
2024-11-08,Tirodi,299.1,0.0,0.0,0.0,9.22,3.0,8.07,280.47
2024-11-09,Tirodi,299.1,0.0,0.0,0.0,8.21,2.16,6.13,288.38
2024-11-10,Tirodi,299.1,0.0,0.0,0.0,6.05,0.2,5.83,302.55
2024-11-11,Tirodi,299.1,0.0,0.0,0.0,3.33,0.73,9.82,299.38
2024-11-12,Tirodi,299.1,0.0,0.0,0.0,3.0,1.51,4.96,290.17
2024-11-13,Tirodi,299.1,0.0,0.0,0.0,5.19,2.47,6.68,284.91
2024-11-14,Tirodi,299.1,0.0,0.0,0.0,4.17,0.3,5.68,292.63
2024-11-15,Tirodi,299.1,0.0,0.0,0.0,3.58,1.47,7.63,280.06
2024-11-16,Tirodi,299.1,0.0,0.0,0.0,3.0,2.71,12.85,276.22
2024-11-17,Tirodi,299.1,0.0,0.0,0.0,3.0,0.28,16.19,302.12
2024-11-18,Tirodi,299.1,0.0,0.0,0.0,3.0,2.13,6.04,281.23
2024-11-19,Tirodi,299.1,0.0,0.0,0.0,3.0,0.53,5.05,303.22
2024-11-20,Tirodi,299.1,0.0,0.0,0.0,3.0,0.47,11.07,296.93
2024-11-21,Tirodi,299.1,2.94,0.98,0.42,3.0,1.23,3.98,289.83
2024-11-22,Tirodi,299.1,0.0,0.98,0.42,3.0,3.06,3.22,278.81
2024-11-23,Tirodi,299.1,0.0,0.98,0.42,3.0,0.2,11.06,295.0
2024-11-24,Tirodi,299.1,0.0,0.0,0.42,3.0,1.3,0.45,292.75
2024-11-25,Tirodi,299.1,0.0,0.0,0.42,3.0,0.07,9.82,299.39
2024-11-26,Tirodi,299.1,0.0,0.0,0.42,4.08,0.01,6.32,293.77
2024-11-27,Tirodi,299.1,0.0,0.0,0.42,3.97,1.49,0.0,285.1
2024-11-28,Tirodi,299.1,0.0,0.0,0.0,4.65,1.13,0.0,291.91
2024-11-29,Tirodi,299.1,0.0,0.0,0.0,3.12,0.78,5.59,286.02
2024-11-30,Tirodi,299.1,0.0,0.0,0.0,3.0,1.23,10.94,284.25
2024-12-01,Tirodi,299.1,0.0,0.0,0.0,3.0,0.94,2.29,287.83
2024-12-02,Tirodi,299.1,0.0,0.0,0.0,3.1,0.73,3.24,292.85
2024-12-03,Tirodi,299.1,0.0,0.0,0.0,4.56,1.87,14.92,283.05
2024-12-04,Tirodi,299.1,0.0,0.0,0.0,5.42,2.0,12.09,289.8
2024-12-05,Tirodi,299.1,0.0,0.0,0.0,4.51,0.62,8.28,284.69
2024-12-06,Tirodi,299.1,3.85,1.28,0.55,5.47,0.55,6.61,286.39
2024-12-07,Tirodi,299.1,0.0,1.28,0.55,3.91,0.28,1.66,303.82
2024-12-08,Tirodi,299.1,0.0,1.28,0.55,3.0,2.11,6.71,273.27
2024-12-09,Tirodi,299.1,0.0,0.0,0.55,3.0,3.08,0.62,274.15
2024-12-10,Tirodi,299.1,0.0,0.0,0.55,4.2,0.97,2.74,292.47
2024-12-11,Tirodi,299.1,0.0,0.0,0.55,3.0,0.45,9.95,289.76
2024-12-12,Tirodi,299.1,0.0,0.0,0.55,3.49,1.29,14.68,293.24
2024-12-13,Tirodi,299.1,0.0,0.0,0.0,3.0,2.63,9.19,285.09
2024-12-14,Tirodi,299.1,0.0,0.0,0.0,3.0,1.53,5.97,275.56
2024-12-15,Tirodi,299.1,0.0,0.0,0.0,3.35,1.44,3.01,284.12
2024-12-16,Tirodi,299.1,0.0,0.0,0.0,3.0,1.59,14.46,284.06
2024-12-17,Tirodi,299.1,0.0,0.0,0.0,3.0,0.39,0.0,295.64
2024-12-18,Tirodi,299.1,0.0,0.0,0.0,3.0,0.85,13.51,294.87
2024-12-19,Tirodi,299.1,0.0,0.0,0.0,3.0,1.21,3.39,282.93
2024-12-20,Tirodi,299.1,0.0,0.0,0.0,4.09,1.96,3.2,287.83
2024-12-21,Tirodi,299.1,0.0,0.0,0.0,3.0,1.29,4.03,290.9
2024-12-22,Tirodi,299.1,0.0,0.0,0.0,4.77,0.11,3.84,304.54
2024-12-23,Tirodi,299.1,0.0,0.0,0.0,5.78,1.17,24.84,282.73
2024-12-24,Tirodi,299.1,0.0,0.0,0.0,4.77,2.41,0.0,285.56
2024-12-25,Tirodi,299.1,0.0,0.0,0.0,3.6,1.42,2.06,286.62
2024-12-26,Tirodi,299.1,0.0,0.0,0.0,5.21,1.14,15.18,288.28
2024-12-27,Tirodi,299.1,0.0,0.0,0.0,4.43,0.62,35.53,288.39
2024-12-28,Tirodi,299.1,0.0,0.0,0.0,3.0,0.09,6.1,284.85
2024-12-29,Tirodi,299.1,0.0,0.0,0.0,3.0,2.07,5.48,285.83
2024-12-30,Tirodi,299.1,0.0,0.0,0.0,3.0,2.63,34.98,272.53
2022-01-01,Ukwa,317.3,0.0,0.0,0.0,15.56,0.18,0.0,316.57
2022-01-02,Ukwa,317.3,0.0,0.0,0.0,14.76,1.28,3.49,317.97
2022-01-03,Ukwa,317.3,0.0,0.0,0.0,12.45,0.8,3.8,315.84
2022-01-04,Ukwa,317.3,0.0,0.0,0.0,11.2,1.87,0.27,303.42
2022-01-05,Ukwa,317.3,0.0,0.0,0.0,10.9,3.74,10.91,287.72
2022-01-06,Ukwa,317.3,0.0,0.0,0.0,11.72,0.34,22.33,305.59
2022-01-07,Ukwa,317.3,0.0,0.0,0.0,8.7,0.21,1.92,321.72
2022-01-08,Ukwa,317.3,0.0,0.0,0.0,8.19,0.03,7.84,320.99
2022-01-09,Ukwa,317.3,0.0,0.0,0.0,8.09,0.0,0.38,310.79
2022-01-10,Ukwa,317.3,0.0,0.0,0.0,7.96,1.35,3.08,307.91
2022-01-11,Ukwa,317.3,0.0,0.0,0.0,8.22,1.36,6.98,297.37
2022-01-12,Ukwa,317.3,0.0,0.0,0.0,7.53,0.0,14.17,321.34
2022-01-13,Ukwa,317.3,0.0,0.0,0.0,5.8,2.38,0.52,295.09
2022-01-14,Ukwa,317.3,0.0,0.0,0.0,6.75,1.78,4.67,307.07
2022-01-15,Ukwa,317.3,0.0,0.0,0.0,6.93,0.96,3.96,312.63
2022-01-16,Ukwa,317.3,0.0,0.0,0.0,7.82,1.44,29.71,304.7
2022-01-17,Ukwa,317.3,0.0,0.0,0.0,7.48,6.79,9.82,268.0
2022-01-18,Ukwa,317.3,0.0,0.0,0.0,8.67,0.0,9.26,303.93
2022-01-19,Ukwa,317.3,0.0,0.0,0.0,7.14,1.93,7.85,311.95
2022-01-20,Ukwa,317.3,0.0,0.0,0.0,6.2,0.69,9.02,311.45
2022-01-21,Ukwa,317.3,0.07,0.02,0.01,7.1,0.54,0.0,311.68
2022-01-22,Ukwa,317.3,0.0,0.02,0.01,7.79,3.0,8.43,290.93
2022-01-23,Ukwa,317.3,0.0,0.02,0.01,7.79,0.47,3.89,311.92
2022-01-24,Ukwa,317.3,10.34,3.45,1.49,10.23,3.14,10.5,293.18
2022-01-25,Ukwa,317.3,0.0,3.45,1.49,9.05,1.17,1.98,317.06
2022-01-26,Ukwa,317.3,0.0,3.45,1.49,10.78,0.24,9.87,313.6
2022-01-27,Ukwa,317.3,0.0,0.0,1.49,9.18,0.0,21.37,320.48
2022-01-28,Ukwa,317.3,0.0,0.0,1.48,8.47,1.43,10.25,299.02
2022-01-29,Ukwa,317.3,0.0,0.0,1.48,7.69,0.98,1.57,304.65
2022-01-30,Ukwa,317.3,0.0,0.0,1.48,8.31,2.11,10.68,301.78
2022-01-31,Ukwa,317.3,0.0,0.0,0.0,6.11,0.24,3.55,311.91
2022-02-01,Ukwa,317.3,0.0,0.0,0.0,5.88,0.0,7.69,313.37
2022-02-02,Ukwa,317.3,0.0,0.0,0.0,4.72,0.14,0.0,321.85
2022-02-03,Ukwa,317.3,0.0,0.0,0.0,7.76,2.64,0.0,302.78
2022-02-04,Ukwa,317.3,0.0,0.0,0.0,5.85,0.0,2.39,306.15
2022-02-05,Ukwa,317.3,0.0,0.0,0.0,5.36,0.23,0.6,312.14
2022-02-06,Ukwa,317.3,5.76,1.92,0.82,6.04,0.5,3.91,311.23
2022-02-07,Ukwa,317.3,0.0,1.92,0.82,5.77,0.58,9.68,306.51
2022-02-08,Ukwa,317.3,0.0,1.92,0.82,3.37,0.46,7.05,319.05
2022-02-09,Ukwa,317.3,0.0,0.0,0.82,3.0,0.43,30.58,304.53
2022-02-10,Ukwa,317.3,0.0,0.0,0.82,3.0,0.92,0.36,300.9
2022-02-11,Ukwa,317.3,0.0,0.0,0.82,3.0,0.58,0.8,312.08
2022-02-12,Ukwa,317.3,0.0,0.0,0.82,4.23,0.81,9.46,301.62
2022-02-13,Ukwa,317.3,0.0,0.0,0.0,3.39,4.59,0.0,284.03
2022-02-14,Ukwa,317.3,0.0,0.0,0.0,3.0,0.78,12.09,311.43
2022-02-15,Ukwa,317.3,0.0,0.0,0.0,3.0,2.13,0.25,301.39
2022-02-16,Ukwa,317.3,0.0,0.0,0.0,3.82,0.48,26.19,310.6
2022-02-17,Ukwa,317.3,0.0,0.0,0.0,3.32,0.0,13.04,312.15
2022-02-18,Ukwa,317.3,0.0,0.0,0.0,3.0,1.26,15.49,312.54
2022-02-19,Ukwa,317.3,0.0,0.0,0.0,4.28,1.2,1.63,319.19
2022-02-20,Ukwa,317.3,0.0,0.0,0.0,3.35,0.63,20.26,296.82
2022-02-21,Ukwa,317.3,0.0,0.0,0.0,3.0,1.53,14.75,296.9
2022-02-22,Ukwa,317.3,0.0,0.0,0.0,3.0,1.86,13.12,299.27
2022-02-23,Ukwa,317.3,0.0,0.0,0.0,3.05,0.0,7.63,315.87
2022-02-24,Ukwa,317.3,0.0,0.0,0.0,3.31,2.09,0.48,303.7
2022-02-25,Ukwa,317.3,0.0,0.0,0.0,4.24,0.74,7.13,309.99
2022-02-26,Ukwa,317.3,0.0,0.0,0.0,3.0,2.83,11.53,301.51
2022-02-27,Ukwa,317.3,0.0,0.0,0.0,3.56,0.0,3.02,319.44
2022-02-28,Ukwa,317.3,1.74,0.58,0.25,3.0,1.98,5.41,305.87
2022-03-01,Ukwa,317.3,0.0,0.58,0.25,5.14,1.16,9.01,307.85
2022-03-02,Ukwa,317.3,0.0,0.58,0.25,5.36,2.58,0.66,300.86
2022-03-03,Ukwa,317.3,0.0,0.0,0.25,5.93,1.72,0.0,309.86
2022-03-04,Ukwa,317.3,1.88,0.63,0.52,3.72,0.14,2.7,318.25
2022-03-05,Ukwa,317.3,0.0,0.63,0.52,4.49,0.6,9.3,308.23
2022-03-06,Ukwa,317.3,0.0,0.63,0.52,3.0,1.64,8.26,303.05
2022-03-07,Ukwa,317.3,10.41,3.47,1.76,4.68,0.02,0.08,319.92
2022-03-08,Ukwa,317.3,0.0,3.47,1.76,5.57,1.32,2.66,308.04
2022-03-09,Ukwa,317.3,0.0,3.47,1.76,4.41,2.4,6.16,298.56
2022-03-10,Ukwa,317.3,0.0,0.0,1.76,3.0,0.43,26.8,297.89
2022-03-11,Ukwa,317.3,0.0,0.0,1.49,3.0,3.05,0.0,303.68
2022-03-12,Ukwa,317.3,0.0,0.0,1.49,3.9,6.22,0.71,270.17
2022-03-13,Ukwa,317.3,0.0,0.0,1.49,4.67,1.44,0.0,309.99
2022-03-14,Ukwa,317.3,0.0,0.0,0.0,3.1,0.25,29.33,312.7
2022-03-15,Ukwa,317.3,0.0,0.0,0.0,3.06,0.0,5.16,311.2
2022-03-16,Ukwa,317.3,0.0,0.0,0.0,3.0,0.26,24.49,312.76
2022-03-17,Ukwa,317.3,0.0,0.0,0.0,3.36,1.64,0.0,306.95
2022-03-18,Ukwa,317.3,0.0,0.0,0.0,3.0,0.75,14.57,314.32
2022-03-19,Ukwa,317.3,2.08,0.69,0.3,4.63,2.1,7.69,288.54
2022-03-20,Ukwa,317.3,0.0,0.69,0.3,3.43,1.34,5.49,305.4
2022-03-21,Ukwa,317.3,0.0,0.69,0.3,4.85,0.0,10.07,315.36
2022-03-22,Ukwa,317.3,6.47,2.16,1.22,7.71,0.34,0.0,313.68
2022-03-23,Ukwa,317.3,0.0,2.16,1.22,6.61,1.13,2.21,315.98
2022-03-24,Ukwa,317.3,0.0,2.16,1.22,7.08,1.86,10.36,311.78
2022-03-25,Ukwa,317.3,0.0,0.0,1.22,5.81,0.0,1.69,306.89
2022-03-26,Ukwa,317.3,2.24,0.75,1.24,7.04,1.6,15.62,289.77
2022-03-27,Ukwa,317.3,0.0,0.75,1.24,5.96,0.54,16.91,296.46
2022-03-28,Ukwa,317.3,0.0,0.75,1.24,5.19,0.0,13.16,313.67
2022-03-29,Ukwa,317.3,0.0,0.0,0.32,5.1,0.52,29.6,311.23
2022-03-30,Ukwa,317.3,5.61,1.87,1.12,4.64,4.42,19.34,289.71
2022-03-31,Ukwa,317.3,0.0,1.87,1.12,4.08,0.77,0.0,314.09
2022-04-01,Ukwa,317.3,0.0,1.87,1.12,4.96,1.96,5.98,297.44
2022-04-02,Ukwa,317.3,0.0,0.0,0.8,5.05,4.27,0.12,290.7
2022-04-03,Ukwa,317.3,0.0,0.0,0.8,4.39,1.46,10.08,308.83
2022-04-04,Ukwa,317.3,0.0,0.0,0.8,5.24,0.57,14.98,302.14
2022-04-05,Ukwa,317.3,0.0,0.0,0.8,4.01,2.21,9.98,291.93
2022-04-06,Ukwa,317.3,0.0,0.0,0.0,3.0,0.3,7.67,310.78
2022-04-07,Ukwa,317.3,0.0,0.0,0.0,3.26,0.09,12.07,324.84
2022-04-08,Ukwa,317.3,0.0,0.0,0.0,3.0,1.78,12.31,295.93
2022-04-09,Ukwa,317.3,0.0,0.0,0.0,3.0,0.83,7.14,303.67
2022-04-10,Ukwa,317.3,2.35,0.78,0.34,4.6,1.14,8.43,314.85
2022-04-11,Ukwa,317.3,0.0,0.78,0.34,4.72,0.11,6.06,311.19
2022-04-12,Ukwa,317.3,0.0,0.78,0.34,5.8,1.97,23.95,304.53
2022-04-13,Ukwa,317.3,0.0,0.0,0.34,5.67,2.59,6.55,302.23
2022-04-14,Ukwa,317.3,0.0,0.0,0.34,4.27,0.47,18.44,314.96
2022-04-15,Ukwa,317.3,0.0,0.0,0.34,4.01,0.84,13.32,309.91
2022-04-16,Ukwa,317.3,0.0,0.0,0.34,4.21,0.28,12.43,310.6
2022-04-17,Ukwa,317.3,0.0,0.0,0.0,3.46,0.85,14.53,298.9
2022-04-18,Ukwa,317.3,0.0,0.0,0.0,3.0,0.56,9.55,302.11
2022-04-19,Ukwa,317.3,0.0,0.0,0.0,3.0,2.54,16.83,289.57
2022-04-20,Ukwa,317.3,0.0,0.0,0.0,3.0,0.0,7.44,312.14
2022-04-21,Ukwa,317.3,2.95,0.98,0.42,3.68,0.0,0.0,317.63
2022-04-22,Ukwa,317.3,0.0,0.98,0.42,3.0,2.23,13.64,297.13
2022-04-23,Ukwa,317.3,0.0,0.98,0.42,3.0,1.05,5.67,324.58
2022-04-24,Ukwa,317.3,0.0,0.0,0.42,3.0,1.33,20.19,297.49
2022-04-25,Ukwa,317.3,8.67,2.89,1.66,6.27,4.28,6.29,284.42
2022-04-26,Ukwa,317.3,0.0,2.89,1.66,7.04,1.77,3.54,321.33
2022-04-27,Ukwa,317.3,4.26,4.31,2.27,6.51,0.33,14.79,306.62
2022-04-28,Ukwa,317.3,2.55,2.27,2.21,8.01,0.13,11.86,304.66
2022-04-29,Ukwa,317.3,0.0,2.27,2.21,8.45,3.48,3.94,292.46
2022-04-30,Ukwa,317.3,0.0,0.85,2.21,8.43,1.1,22.3,303.6
2022-05-01,Ukwa,317.3,0.0,0.0,2.21,8.88,0.77,11.0,302.87
2022-05-02,Ukwa,317.3,0.0,0.0,0.97,7.83,0.85,7.77,308.7
2022-05-03,Ukwa,317.3,0.0,0.0,0.97,6.8,3.1,0.0,302.94
2022-05-04,Ukwa,317.3,0.0,0.0,0.36,7.14,1.33,6.4,310.46
2022-05-05,Ukwa,317.3,0.0,0.0,0.0,3.47,2.68,10.54,293.86
2022-05-06,Ukwa,317.3,0.0,0.0,0.0,3.0,1.57,24.43,302.72
2022-05-07,Ukwa,317.3,5.73,1.91,0.82,3.77,2.38,9.09,290.73
2022-05-08,Ukwa,317.3,0.0,1.91,0.82,3.0,1.01,16.61,297.94
2022-05-09,Ukwa,317.3,0.0,1.91,0.82,3.03,0.87,4.58,301.81
2022-05-10,Ukwa,317.3,0.0,0.0,0.82,4.21,0.38,33.57,305.63
2022-05-11,Ukwa,317.3,0.0,0.0,0.82,3.01,1.66,0.0,311.61
2022-05-12,Ukwa,317.3,11.74,3.91,2.5,9.22,1.92,11.11,295.43
2022-05-13,Ukwa,317.3,0.0,3.91,2.5,7.44,1.05,3.68,312.65
2022-05-14,Ukwa,317.3,0.0,3.91,1.68,5.6,0.45,3.88,320.91
2022-05-15,Ukwa,317.3,0.0,0.0,1.68,6.94,2.97,5.81,297.9
2022-05-16,Ukwa,317.3,0.0,0.0,1.68,7.06,0.0,2.1,332.82
2022-05-17,Ukwa,317.3,13.8,4.6,3.65,11.12,1.13,6.07,308.25
2022-05-18,Ukwa,317.3,10.74,8.18,5.18,15.36,2.5,7.97,299.26
2022-05-19,Ukwa,317.3,0.0,8.18,3.51,16.61,2.11,3.35,294.17
2022-05-20,Ukwa,317.3,0.0,3.58,3.51,15.37,1.06,3.87,304.65
2022-05-21,Ukwa,317.3,0.0,0.0,3.51,15.04,0.38,4.47,309.19
2022-05-22,Ukwa,317.3,32.0,10.67,8.08,26.6,1.34,2.04,292.03
2022-05-23,Ukwa,317.3,0.0,10.67,8.08,25.56,0.0,0.0,310.96
2022-05-24,Ukwa,317.3,0.0,10.67,6.11,21.45,0.91,13.65,296.68
2022-05-25,Ukwa,317.3,13.65,4.55,6.52,25.38,0.01,5.62,323.53
2022-05-26,Ukwa,317.3,0.0,4.55,6.52,24.05,1.45,0.0,309.16
2022-05-27,Ukwa,317.3,0.0,4.55,6.52,23.36,1.17,11.91,305.38
2022-05-28,Ukwa,317.3,0.0,0.0,6.52,21.49,0.61,23.24,301.4
2022-05-29,Ukwa,317.3,0.0,0.0,1.95,19.7,4.95,2.42,284.5
2022-05-30,Ukwa,317.3,0.0,0.0,1.95,18.83,0.39,10.85,308.76
2022-05-31,Ukwa,317.3,0.0,0.0,1.95,21.03,0.0,9.54,317.51
2022-06-01,Ukwa,317.3,60.67,20.22,8.67,39.23,0.22,24.07,283.08
2022-06-02,Ukwa,317.3,0.0,20.22,8.67,36.76,1.42,11.76,290.08
2022-06-03,Ukwa,317.3,5.05,21.91,9.39,36.57,0.12,20.07,288.25
2022-06-04,Ukwa,317.3,0.0,1.68,9.39,35.86,0.0,20.42,303.0
2022-06-05,Ukwa,317.3,0.0,1.68,9.39,34.34,1.97,8.45,285.05
2022-06-06,Ukwa,317.3,4.72,1.57,10.06,33.81,0.0,11.39,306.14
2022-06-07,Ukwa,317.3,66.44,23.72,19.55,55.98,0.83,21.75,266.56
2022-06-08,Ukwa,317.3,11.47,27.54,12.52,58.43,0.91,8.1,273.29
2022-06-09,Ukwa,317.3,0.0,25.97,12.52,56.82,3.41,14.22,263.39
2022-06-10,Ukwa,317.3,76.46,29.31,22.73,60.0,0.63,6.06,259.82
2022-06-11,Ukwa,317.3,59.83,45.43,31.27,60.0,1.25,8.95,264.96
2022-06-12,Ukwa,317.3,94.74,77.01,44.81,60.0,1.21,26.22,259.99
2022-06-13,Ukwa,317.3,0.0,51.52,44.13,55.69,1.93,11.25,273.03
2022-06-14,Ukwa,317.3,0.0,31.58,34.64,53.98,2.39,8.65,271.32
2022-06-15,Ukwa,317.3,88.91,29.64,45.71,60.0,0.93,6.83,252.03
2022-06-16,Ukwa,317.3,0.0,29.64,45.71,56.58,1.26,39.34,255.31
2022-06-17,Ukwa,317.3,42.64,43.85,40.87,60.0,3.59,12.9,252.55
2022-06-18,Ukwa,317.3,98.28,46.97,46.37,60.0,0.85,15.27,261.09
2022-06-19,Ukwa,317.3,47.75,62.89,39.65,60.0,0.17,9.33,281.92
2022-06-20,Ukwa,317.3,84.74,76.92,51.76,60.0,1.59,17.66,260.17
2022-06-21,Ukwa,317.3,18.3,50.26,54.37,60.0,3.62,24.76,256.85
2022-06-22,Ukwa,317.3,40.07,47.71,47.4,60.0,1.51,16.82,266.93
2022-06-23,Ukwa,317.3,0.0,19.46,47.4,57.48,0.18,19.1,272.2
2022-06-24,Ukwa,317.3,0.0,13.36,41.31,52.93,0.73,0.0,296.28
2022-06-25,Ukwa,317.3,0.0,0.0,27.27,47.59,0.28,0.0,286.18
2022-06-26,Ukwa,317.3,0.0,0.0,20.45,43.11,0.85,2.81,292.07
2022-06-27,Ukwa,317.3,43.11,14.37,14.5,54.63,1.62,6.66,266.67
2022-06-28,Ukwa,317.3,0.0,14.37,11.88,52.65,0.38,21.44,281.23
2022-06-29,Ukwa,317.3,101.37,48.16,20.64,60.0,1.33,11.69,249.02
2022-06-30,Ukwa,317.3,41.65,47.67,26.59,60.0,0.31,5.85,271.04
2022-07-01,Ukwa,317.3,121.46,88.16,43.94,60.0,3.72,14.96,232.22
2022-07-02,Ukwa,317.3,110.81,91.31,59.77,60.0,1.62,6.09,245.16
2022-07-03,Ukwa,317.3,0.0,77.42,59.77,58.44,2.08,18.91,260.2
2022-07-04,Ukwa,317.3,0.0,36.94,53.61,52.18,1.26,10.12,276.25
2022-07-05,Ukwa,317.3,0.0,0.0,53.61,48.9,0.53,2.53,281.43
2022-07-06,Ukwa,317.3,0.0,0.0,39.13,44.29,1.45,1.56,278.53
2022-07-07,Ukwa,317.3,27.54,9.18,37.11,52.21,1.27,5.93,274.15
2022-07-08,Ukwa,317.3,0.0,9.18,19.76,49.87,2.66,10.68,271.95
2022-07-09,Ukwa,317.3,0.0,9.18,3.93,45.34,0.99,17.98,278.38
2022-07-10,Ukwa,317.3,48.64,16.21,10.88,60.0,0.3,9.98,284.43
2022-07-11,Ukwa,317.3,54.11,34.25,18.61,60.0,1.51,7.76,265.95
2022-07-12,Ukwa,317.3,121.35,74.7,35.95,60.0,2.35,15.4,239.1
2022-07-13,Ukwa,317.3,39.26,71.57,41.56,60.0,2.2,33.09,250.94
2022-07-14,Ukwa,317.3,72.12,77.58,47.93,60.0,0.82,11.36,256.2
2022-07-15,Ukwa,317.3,0.0,37.13,47.93,55.91,0.46,0.0,277.29
2022-07-16,Ukwa,317.3,21.84,31.32,51.05,60.0,1.17,1.24,271.33
2022-07-17,Ukwa,317.3,27.13,16.32,47.97,60.0,0.95,10.96,270.79
2022-07-18,Ukwa,317.3,23.66,24.21,43.62,60.0,0.8,7.64,269.39
2022-07-19,Ukwa,317.3,0.0,16.93,26.29,57.88,0.03,5.7,275.91
2022-07-20,Ukwa,317.3,55.64,26.43,28.63,60.0,0.0,5.95,265.24
2022-07-21,Ukwa,317.3,44.06,33.23,24.62,60.0,0.36,16.46,273.58
2022-07-22,Ukwa,317.3,42.29,47.33,30.66,60.0,0.83,0.0,275.04
2022-07-23,Ukwa,317.3,9.03,31.79,28.83,58.51,4.76,2.94,252.91
2022-07-24,Ukwa,317.3,0.0,17.11,24.95,56.97,0.11,3.73,288.66
2022-07-25,Ukwa,317.3,34.61,14.55,26.52,60.0,1.39,11.23,260.35
2022-07-26,Ukwa,317.3,0.0,11.54,26.52,55.99,0.82,9.52,273.52
2022-07-27,Ukwa,317.3,0.0,11.54,18.57,53.42,2.21,6.6,252.87
2022-07-28,Ukwa,317.3,0.0,0.0,12.28,51.13,1.29,9.24,273.53
2022-07-29,Ukwa,317.3,0.0,0.0,6.23,47.81,1.03,14.69,289.07
2022-07-30,Ukwa,317.3,19.6,6.53,7.74,53.08,1.23,13.38,271.15
