"record_id","source_record_id","date","mine_name","state","district","scenario_type","action","target_rom_tonnes","actual_rom_tonnes","shortfall_tonnes","shortfall_pct","equipment_downtime_hours","downtime_3d_hours","blast_delay_minutes","rainfall_mm","rain_3d_mm","rain_7d_mm","avg_mn_grade_pct","resources_allocated","duration_hours","action_intensity","available_equipment_pct","available_pumps","labor_available_pct","stockpile_available_tonnes","quality_uplift_pct","recovered_tonnage","remaining_shortfall","action_cost","revenue_saved","net_benefit"
"M4V2-011994","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","5.6","9.21","0.811","","","92.08","","","0.698","21.702","2046.33","567.0","-1479.33"
"M4V2-011995","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","77.12","11.18","0.889","","","92.22","","","1.232","21.168","4753.98","1305.0","-3448.98"
"M4V2-011996","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","48.89","12.82","0.817","","","81.97","","","0.979","21.421","3819.01","1053.0","-2766.01"
"M4V2-011997","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","50.9","15.38","0.409","","","","62.95","4.381","1.373","21.027","3601.53","342.93","-3258.6"
"M4V2-011998","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","36.09","15.24","0.687","","","","279.98","6.0","2.293","20.107","3411.77","8718.84","5307.07"
"M4V2-011999","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","29.96","3.98","0.635","","","","174.73","5.434","1.907","20.493","2574.64","1389.91","-1184.73"
"M4V2-012000","PROD-000600","2020-11-21","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","158.04","135.64","22.4","14.1736","0.01","0.01","0.0","0.38","0.38","0.38","30.08","47.4","20.16","0.274","","","","166.03","1.706","1.319","21.081","3886.04","2420.85","-1465.19"
"M4V2-012001","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","86.69","16.21","0.449","91.96","","","","","1.21","20.62","8305.34","5085.0","-3220.34"
"M4V2-012002","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","41.84","23.28","0.766","100.0","","","","","1.257","20.573","7560.28","4968.0","-2592.28"
"M4V2-012003","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","70.15","23.65","0.704","100.0","","","","","1.323","20.507","8812.25","6633.0","-2179.25"
"M4V2-012004","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","86.05","2.47","0.129","100.0","","","","","0.809","21.021","6225.61","2124.0","-4101.61"
"M4V2-012005","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","82.7","5.39","0.17","","3.0","","","","0.702","21.128","9466.3","108.0","-9358.3"
"M4V2-012006","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","5.58","12.09","0.345","","7.0","","","","0.533","21.297","6475.31","135.0","-6340.31"
"M4V2-012007","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","12.37","6.26","0.878","","6.0","","","","0.73","21.1","5569.31","189.0","-5380.31"
"M4V2-012008","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","12.35","7.77","0.607","","9.0","","","","0.613","21.217","5988.68","171.0","-5817.68"
"M4V2-012009","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","77.22","4.29","0.784","95.52","","","","","0.906","20.924","12494.93","117.0","-12377.93"
"M4V2-012010","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","36.48","10.84","0.732","96.97","","","","","0.962","20.868","10804.19","99.0","-10705.19"
"M4V2-012011","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","35.93","16.58","0.363","98.54","","","","","0.782","21.048","12963.99","117.0","-12846.99"
"M4V2-012012","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","71.17","15.21","0.723","92.02","","","","","1.045","20.785","15712.96","171.0","-15541.96"
"M4V2-012013","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","86.48","12.45","0.909","","","87.21","","","1.243","20.587","5234.17","6156.0","921.83"
"M4V2-012014","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","79.08","18.17","0.676","","","100.0","","","1.224","20.606","5524.38","7866.0","2341.62"
"M4V2-012015","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","53.0","23.39","0.436","","","98.55","","","1.174","20.656","4897.14","4923.0","25.86"
"M4V2-012016","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","48.19","16.95","0.98","","","92.91","","","1.158","20.672","4253.05","5598.0","1344.95"
"M4V2-012017","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","58.22","8.14","0.481","","","","203.03","3.435","1.768","20.062","3478.65","2748.37","-730.28"
"M4V2-012018","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","16.99","3.56","0.404","","","","292.25","2.347","1.662","20.168","2187.28","1355.12","-832.16"
"M4V2-012019","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","47.37","19.1","0.299","","","","228.22","2.627","1.683","20.147","3922.46","4946.37","1023.91"
"M4V2-012020","PROD-000601","2020-11-22","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","164.14","142.31","21.83","13.2996","0.0","0.01","55.0","0.0","0.38","0.38","30.08","26.68","21.02","0.418","","","","296.28","3.073","2.304","19.526","3421.79","7935.35","4513.56"
"M4V2-012021","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","27.51","4.18","0.195","100.0","","","","","0.698","25.602","3862.98","54.0","-3808.98"
"M4V2-012022","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","78.87","13.77","0.976","100.0","","","","","1.625","24.675","7479.51","243.0","-7236.51"
"M4V2-012023","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","61.28","8.46","0.364","75.75","","","","","1.176","25.124","6011.48","108.0","-5903.48"
"M4V2-012024","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","26.25","7.66","0.473","84.62","","","","","0.958","25.342","4408.76","81.0","-4327.76"
"M4V2-012025","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","71.05","12.4","0.146","","4.0","","","","1.07","25.23","10524.38","576.0","-9948.38"
"M4V2-012026","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","42.16","21.34","0.138","","7.0","","","","1.183","25.117","10744.57","855.0","-9889.57"
"M4V2-012027","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","6.52","17.93","0.854","","4.0","","","","1.11","25.19","7741.37","711.0","-7030.37"
"M4V2-012028","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","41.36","16.93","0.421","","9.0","","","","1.098","25.202","9624.37","1008.0","-8616.37"
"M4V2-012029","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","63.14","23.65","0.452","100.0","","","","","1.52","24.78","17118.16","837.0","-16281.16"
"M4V2-012030","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","21.13","4.91","0.161","100.0","","","","","0.91","25.39","7981.02","234.0","-7747.02"
"M4V2-012031","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","23.78","5.72","0.981","97.92","","","","","1.06","25.24","8908.84","549.0","-8359.84"
"M4V2-012032","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","55.98","16.17","0.76","81.3","","","","","1.412","24.888","14332.45","558.0","-13774.45"
"M4V2-012033","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","23.08","18.56","0.827","","","86.17","","","1.232","25.068","3484.36","1809.0","-1675.36"
"M4V2-012034","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","48.74","8.71","0.747","","","69.86","","","1.11","25.19","3459.75","954.0","-2505.75"
"M4V2-012035","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","7.82","16.3","0.976","","","100.0","","","1.145","25.155","2800.82","1215.0","-1585.82"
"M4V2-012036","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","5.47","14.63","0.2","","","82.09","","","0.772","25.528","2489.47","738.0","-1751.47"
"M4V2-012037","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","53.17","4.18","0.799","","","","0.0","6.0","1.699","24.601","3117.3","0.0","-3117.3"
"M4V2-012038","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","74.96","7.1","0.184","","","","101.64","3.641","1.671","24.629","3812.29","792.71","-3019.58"
"M4V2-012039","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","51.92","23.47","0.642","","","","199.96","3.028","2.669","23.631","4112.48","5664.83","1552.35"
"M4V2-012040","PROD-000602","2020-11-23","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","170.85","144.55","26.3","15.3936","1.18","1.19","0.0","7.34","7.72","7.72","30.08","17.08","3.75","0.856","","","","143.76","3.822","1.967","24.333","2006.39","1248.54","-757.85"
"M4V2-012041","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","91.44","4.29","0.178","93.35","","","","","0.865","21.415","6604.31","90.0","-6514.31"
"M4V2-012042","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","36.57","4.39","0.878","87.05","","","","","0.878","21.402","4228.06","108.0","-4120.06"
"M4V2-012043","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","93.68","9.27","0.798","100.0","","","","","1.06","21.22","7530.12","144.0","-7386.12"
"M4V2-012044","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","11.73","11.21","0.249","98.43","","","","","0.688","21.592","4134.04","54.0","-4080.04"
"M4V2-012045","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","47.28","6.44","0.856","","6.0","","","","0.88","21.4","7280.38","747.0","-6533.38"
"M4V2-012046","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","36.6","21.74","0.507","","1.0","","","","0.9","21.38","10509.16","414.0","-10095.16"
"M4V2-012047","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","47.66","16.43","0.528","","10.0","","","","0.865","21.415","9970.32","873.0","-9097.32"
"M4V2-012048","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","43.5","5.74","0.75","","2.0","","","","0.812","21.468","7288.17","279.0","-7009.17"
"M4V2-012049","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","16.5","6.85","0.843","100.0","","","","","0.871","21.409","8569.26","342.0","-8227.26"
"M4V2-012050","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","28.6","23.38","0.646","88.75","","","","","0.997","21.283","13943.02","495.0","-13448.02"
"M4V2-012051","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","56.14","13.98","0.825","87.67","","","","","0.869","21.411","13838.96","468.0","-13370.96"
"M4V2-012052","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","12.46","19.57","0.738","84.22","","","","","0.796","21.484","12009.35","414.0","-11595.35"
"M4V2-012053","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","37.31","17.11","0.48","","","84.23","","","0.75","21.53","3831.15","864.0","-2967.15"
"M4V2-012054","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","57.94","21.13","0.131","","","100.0","","","0.824","21.456","4923.79","909.0","-4014.79"
"M4V2-012055","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","66.6","10.34","0.147","","","97.79","","","0.735","21.545","4259.95","720.0","-3539.95"
"M4V2-012056","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","18.9","5.35","0.27","","","74.88","","","0.622","21.658","2112.04","243.0","-1869.04"
"M4V2-012057","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","53.96","11.19","0.977","","","","199.77","5.765","2.5","19.78","3636.19","5417.72","1781.53"
"M4V2-012058","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","5.29","10.35","0.683","","","","195.3","2.838","1.848","20.432","2284.0","1522.51","-761.49"
"M4V2-012059","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","88.13","3.51","0.856","","","","71.14","5.229","1.597","20.683","3935.5","635.41","-3300.09"
"M4V2-012060","PROD-000603","2020-11-24","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","169.71","147.43","22.28","13.1283","0.0","1.18","0.0","0.0","7.34","7.72","30.08","43.27","3.71","0.109","","","","223.96","0.0","1.395","20.885","2694.15","963.0","-1731.15"
"M4V2-012061","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","10.81","5.45","0.879","91.35","","","","","0.784","25.626","2945.23","90.0","-2855.23"
"M4V2-012062","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","19.3","8.43","0.392","97.37","","","","","0.794","25.616","4133.47","63.0","-4070.47"
"M4V2-012063","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","10.54","13.99","0.119","92.73","","","","","0.7","25.71","4482.62","72.0","-4410.62"
"M4V2-012064","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","67.27","2.53","0.132","82.24","","","","","0.782","25.628","5392.42","63.0","-5329.42"
"M4V2-012065","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","71.25","23.51","0.971","","9.0","","","","1.533","24.877","12913.33","2223.0","-10690.33"
"M4V2-012066","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","67.72","23.64","0.203","","1.0","","","","1.023","25.387","12572.69","639.0","-11933.69"
"M4V2-012067","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","78.38","22.2","0.96","","4.0","","","","1.517","24.893","13091.32","1278.0","-11813.32"
"M4V2-012068","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","30.28","6.65","0.573","","3.0","","","","0.801","25.609","7116.31","333.0","-6783.31"
"M4V2-012069","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","10.14","23.95","0.552","100.0","","","","","1.119","25.291","12967.06","522.0","-12445.06"
"M4V2-012070","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","37.46","2.0","0.532","93.31","","","","","0.967","25.443","8522.0","351.0","-8171.0"
"M4V2-012071","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","46.87","3.6","0.321","100.0","","","","","0.825","25.585","9978.92","396.0","-9582.92"
"M4V2-012072","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","PREVENTIVE_MAINTENANCE","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","34.22","7.27","0.691","100.0","","","","","1.027","25.383","9919.91","486.0","-9433.91"
"M4V2-012073","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","63.14","8.91","0.573","","","84.8","","","1.102","25.308","4119.46","1044.0","-3075.46"
"M4V2-012074","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","45.7","8.54","0.639","","","97.62","","","1.073","25.337","3395.26","1026.0","-2369.26"
"M4V2-012075","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","32.63","11.21","0.651","","","75.52","","","0.889","25.521","3174.66","864.0","-2310.66"
"M4V2-012076","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","CONTINGENCY_LABOR","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","23.63","2.39","0.394","","","85.43","","","0.66","25.75","2018.09","603.0","-1415.09"
"M4V2-012077","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","30.87","17.04","0.913","","","","238.98","4.658","2.718","23.692","3323.46","8765.59","5442.13"
"M4V2-012078","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","92.41","13.22","0.737","","","","97.03","3.558","1.888","24.522","4463.33","1847.67","-2615.66"
"M4V2-012079","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","86.3","17.26","0.375","","","","258.78","4.186","2.424","23.986","4673.58","9863.37","5189.79"
"M4V2-012080","PROD-000604","2020-11-25","Kandri","Maharashtra","Nagpur","real_daily","BLENDING","168.39","141.98","26.41","15.6838","0.0","1.18","0.0","0.0","7.34","7.72","30.08","10.32","15.84","0.352","","","","31.93","4.756","1.312","25.098","2786.49","47.85","-2738.64"
"M4V2-012081","PROD-000605","2020-11-26","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","181.18","147.04","34.14","18.8431","2.89","2.89","0.0","0.0","0.0","7.72","30.08","36.66","4.41","0.181","100.0","","","","","1.333","32.807","4297.18","225.0","-4072.18"
"M4V2-012082","PROD-000605","2020-11-26","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","181.18","147.04","34.14","18.8431","2.89","2.89","0.0","0.0","0.0","7.72","30.08","58.18","11.17","0.761","89.74","","","","","1.444","32.696","6217.61","648.0","-5569.61"
"M4V2-012083","PROD-000605","2020-11-26","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","181.18","147.04","34.14","18.8431","2.89","2.89","0.0","0.0","0.0","7.72","30.08","6.33","3.67","0.683","95.07","","","","","1.192","32.948","2704.23","288.0","-2416.23"
"M4V2-012084","PROD-000605","2020-11-26","Kandri","Maharashtra","Nagpur","real_daily","REROUTE_FLEET","181.18","147.04","34.14","18.8431","2.89","2.89","0.0","0.0","0.0","7.72","30.08","16.18","12.37","0.271","95.3","","","","","1.129","33.011","4530.52","297.0","-4233.52"
"M4V2-012085","PROD-000605","2020-11-26","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","181.18","147.04","34.14","18.8431","2.89","2.89","0.0","0.0","0.0","7.72","30.08","39.76","11.12","0.248","","5.0","","","","1.131","33.009","8223.26","513.0","-7710.26"
"M4V2-012086","PROD-000605","2020-11-26","Kandri","Maharashtra","Nagpur","real_daily","DEWATERING","181.18","147.04","34.14","18.8431","2.89","2.89","0.0","0.0","0.0","7.72","30.08","95.53","20.75","0.232","","10.0","","","","1.559","32.581","13858.83","1134.0","-12724.83"
