record_id,mine_name,state,district,mine_latitude,mine_longitude,coordinate_quality,lithology,from_m,to_m,thickness_m,specific_gravity,area_m2,chemistry_schema,mn_pct,mno_pct,mno2_pct,fe2o3_pct,sio2_pct,p2o5_pct,tio2_pct,al2o3_pct,cao_pct,mgo_pct,ai_pct,s2_b4,s2_b8,s2_b11,s2_b12,aster_b4,aster_b5,aster_b6,aster_b7,aster_b8,aster_b9,data_status
GEO-000129,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-mica schist,17.19,18.28,1.09,3.637,517.1,HIVRA_STYLE,28.76,37.0,,9.53,33.99,1.621,0.164,5.66,3.44,2.25,,0.135291,0.182014,0.144852,0.102173,0.137037,0.116717,0.151407,0.147507,0.15948,0.12111,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000130,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Calc-silicate rock,87.03,87.95,0.92,3.634,206.96,MANDRI_STYLE,30.62,,21.7,6.68,30.72,0.55,,,,,8.86,0.193938,0.266044,0.221394,0.176556,0.20765,0.166312,0.227988,0.197035,0.182307,0.194456,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000131,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,33.68,39.4,5.72,3.42,131.71,HIVRA_STYLE,25.02,32.71,,7.94,44.39,1.169,0.349,5.04,1.61,2.05,,0.251732,0.35653,0.327562,0.276754,0.310772,0.254497,0.298699,0.288735,0.296781,0.308809,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000132,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,46.57,47.75,1.18,3.414,192.91,HIVRA_STYLE,26.82,34.68,,11.14,31.14,0.752,0.265,10.23,4.75,2.26,,0.086676,0.133849,0.067062,0.068526,0.115872,0.097963,0.065095,0.085562,0.096781,0.071563,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000133,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartz-biotite-muscovite schist,155.21,158.0,2.79,3.416,317.6,HIVRA_STYLE,24.88,32.28,,9.82,33.43,1.651,0.258,8.48,3.95,3.11,,0.074799,0.106547,0.073502,0.039687,0.066147,0.0561,0.097312,0.062175,0.055386,0.067513,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000134,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Gondite,100.82,102.08,1.27,3.661,190.28,MANDRI_STYLE,30.53,,12.64,13.84,23.97,0.38,,,,,10.86,0.127462,0.172693,0.123047,0.11097,0.129894,0.084164,0.137907,0.150824,0.147819,0.106393,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000135,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Biotite gneiss,150.49,151.0,0.51,3.394,162.72,MANDRI_STYLE,37.31,,10.04,16.31,52.93,0.38,,,,,1.0,0.162488,0.218755,0.168135,0.128233,0.180704,0.153078,0.177746,0.181456,0.162963,0.152162,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000136,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Mn ore,133.11,135.61,2.5,3.415,252.14,HIVRA_STYLE,42.2,54.32,,2.5,28.39,0.641,0.397,4.02,2.14,2.55,,0.203141,0.316578,0.261853,0.182491,0.255049,0.229976,0.245401,0.222223,0.243178,0.242449,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000137,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Calc-silicate rock,11.5,13.33,1.82,3.624,121.02,MANDRI_STYLE,31.34,,18.34,20.75,51.41,0.341,,,,,18.73,0.095541,0.149801,0.139055,0.081956,0.106889,0.127205,0.145559,0.104143,0.114018,0.050961,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000138,Tirodi,Madhya Pradesh,Balaghat,21.685556,79.719167,PUBLIC_REFERENCE_POINT_REPLACE,Quartzite,107.1,109.2,2.1,3.478,109.04,MANDRI_STYLE,24.75,,7.9,9.57,35.25,1.458,,,,,7.61,0.070955,0.093825,0.091905,0.056502,0.098813,0.063109,0.081178,0.094567,0.115994,0.100824,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000139,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,124.93,127.43,2.5,3.474,83.83,HIVRA_STYLE,14.79,19.0,,6.33,55.62,1.529,0.35,7.55,5.2,1.98,,0.079557,0.125638,0.13901,0.102085,0.147997,0.144406,0.128394,0.13297,0.129793,0.143258,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000140,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,135.05,136.35,1.29,3.395,167.63,HIVRA_STYLE,34.29,43.88,,8.63,30.5,1.091,0.364,5.66,2.92,2.02,,0.117107,0.151001,0.128654,0.085002,0.122752,0.100786,0.170438,0.142601,0.130986,0.115081,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000141,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,57.54,58.9,1.36,3.361,126.08,HIVRA_STYLE,22.37,28.67,,7.34,43.5,0.978,0.286,9.08,3.24,2.86,,0.142396,0.197871,0.16921,0.137062,0.160047,0.098711,0.167314,0.132897,0.171902,0.113251,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000142,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,46.26,47.4,1.14,3.421,175.45,HIVRA_STYLE,26.59,34.48,,7.54,41.95,0.772,0.445,4.83,4.05,2.45,,0.154653,0.25908,0.209245,0.178002,0.194638,0.183827,0.206409,0.17558,0.197417,0.191019,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000143,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,55.68,58.68,2.99,3.42,108.06,HIVRA_STYLE,23.4,30.8,,7.77,39.76,2.028,0.347,6.16,4.27,2.15,,0.088067,0.14976,0.093762,0.094245,0.086072,0.125829,0.121795,0.050643,0.102573,0.048226,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000144,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,191.78,192.94,1.16,3.404,719.77,HIVRA_STYLE,36.38,47.3,,9.98,23.46,0.689,0.343,4.86,3.33,2.17,,0.167686,0.229984,0.204203,0.164888,0.198265,0.179966,0.228591,0.186662,0.202055,0.183528,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000145,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,20.73,22.49,1.76,3.438,81.54,HIVRA_STYLE,21.17,27.15,,13.89,38.18,1.589,0.41,6.0,3.69,2.05,,0.092947,0.134625,0.109043,0.103166,0.099757,0.097054,0.102793,0.074108,0.0605,0.089657,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000146,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,144.98,146.34,1.37,3.381,283.5,HIVRA_STYLE,15.91,20.81,,14.97,39.82,2.036,0.359,10.23,2.65,2.95,,0.048984,0.10177,0.107312,0.121025,0.107385,0.099365,0.110423,0.10426,0.106232,0.127971,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000147,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,129.77,132.12,2.35,3.432,359.34,HIVRA_STYLE,19.78,25.42,,14.8,34.96,1.15,0.24,10.73,3.51,2.99,,0.103666,0.159752,0.126199,0.121264,0.102021,0.124876,0.113731,0.124355,0.13393,0.075085,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000148,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,17.88,23.96,6.08,3.42,329.67,HIVRA_STYLE,20.23,26.06,,11.21,40.37,1.078,0.259,7.83,3.46,2.84,,0.135396,0.18786,0.183702,0.120593,0.145195,0.160402,0.160699,0.194823,0.176,0.132423,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000149,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,131.25,137.07,5.82,3.384,296.89,HIVRA_STYLE,25.76,32.9,,8.29,45.86,0.956,0.405,4.47,2.66,1.76,,0.107709,0.191361,0.149015,0.125605,0.162224,0.117493,0.187825,0.159018,0.148184,0.142507,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000150,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,116.31,118.01,1.7,3.405,339.55,MANDRI_STYLE,19.34,,7.26,23.41,59.23,2.541,,,,,10.08,0.094402,0.166456,0.130985,0.073415,0.128741,0.142082,0.151844,0.132909,0.144638,0.105128,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000151,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,39.58,40.86,1.28,3.485,137.09,MANDRI_STYLE,33.37,,9.62,23.42,31.01,1.396,,,,,12.94,0.070817,0.145477,0.118646,0.081188,0.076916,0.094472,0.129829,0.094706,0.071394,0.056338,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000152,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,97.26,103.24,5.98,3.525,154.51,MANDRI_STYLE,36.55,,23.14,15.3,45.21,0.714,,,,,6.25,0.188501,0.229297,0.214546,0.177296,0.237317,0.227278,0.2126,0.147978,0.219907,0.175225,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000153,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,114.16,116.9,2.73,3.39,98.67,HIVRA_STYLE,19.46,25.13,,5.82,53.22,1.765,0.367,6.23,3.27,2.94,,0.067365,0.054839,0.076945,0.016058,0.071279,0.0539,0.026348,0.045952,0.081296,0.064329,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000154,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,250.0,253.01,3.01,3.39,115.91,HIVRA_STYLE,31.21,40.45,,5.47,37.78,1.514,0.367,8.39,1.92,2.79,,0.130164,0.200149,0.132054,0.116048,0.152176,0.097508,0.14188,0.107434,0.151469,0.119621,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000155,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,9.19,14.46,5.26,3.634,158.31,MANDRI_STYLE,38.44,,18.81,20.44,22.42,0.287,,,,,9.93,0.1081,0.157601,0.122418,0.087347,0.126723,0.130358,0.135726,0.114079,0.106871,0.114668,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000156,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,104.53,104.97,0.44,3.392,151.44,HIVRA_STYLE,27.46,35.25,,7.49,41.24,0.589,0.235,8.3,2.99,2.51,,0.035114,0.118316,0.086768,0.034451,0.090965,0.057027,0.084444,0.024617,0.047142,0.07205,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000157,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,17.68,19.67,1.99,3.65,178.51,HIVRA_STYLE,13.94,17.82,,8.44,57.17,1.612,0.339,7.67,3.86,2.44,,0.158664,0.24869,0.206111,0.164234,0.196853,0.18715,0.186382,0.201609,0.188446,0.164789,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000158,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,180.03,180.99,0.96,3.405,121.48,HIVRA_STYLE,32.67,42.22,,9.63,32.35,0.177,0.329,5.86,3.92,1.34,,0.116644,0.147499,0.120873,0.100638,0.15249,0.147418,0.120165,0.132602,0.168537,0.128031,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000159,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,75.42,75.86,0.44,3.368,137.69,MANDRI_STYLE,30.08,,8.25,21.28,30.62,2.057,,,,,13.4,0.123307,0.231117,0.153267,0.110571,0.147484,0.144103,0.149087,0.129977,0.134371,0.119146,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000160,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,6.3,7.37,1.07,3.408,596.07,HIVRA_STYLE,41.21,53.11,,2.66,24.57,0.775,0.368,6.77,2.47,1.81,,0.130742,0.197145,0.183703,0.119443,0.190796,0.131544,0.172442,0.103851,0.143806,0.177003,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000161,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,46.11,46.98,0.87,3.369,449.26,HIVRA_STYLE,43.72,56.81,,5.49,29.48,0.751,0.303,3.0,1.73,1.82,,0.179977,0.242709,0.214868,0.162329,0.230057,0.175056,0.216041,0.13664,0.21302,0.176069,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000162,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,80.22,86.72,6.5,3.398,142.69,HIVRA_STYLE,23.86,30.97,,7.82,41.15,1.967,0.428,8.8,2.97,2.75,,0.254999,0.357984,0.326876,0.274928,0.327114,0.283645,0.316554,0.314741,0.33797,0.290854,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000163,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,69.94,76.2,6.26,3.493,416.4,MANDRI_STYLE,29.14,,14.27,14.0,34.62,0.879,,,,,5.66,0.056088,0.134979,0.092791,0.0629,0.08686,0.065509,0.088254,0.054814,0.08798,0.071478,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000164,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,133.85,135.93,2.08,3.401,130.24,HIVRA_STYLE,27.77,36.06,,10.3,37.91,0.983,0.225,7.29,3.53,1.93,,0.1029,0.122749,0.093352,0.107245,0.172021,0.104126,0.135685,0.097809,0.132654,0.099114,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000165,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,32.14,34.62,2.47,3.658,496.28,MANDRI_STYLE,20.9,,2.88,14.8,31.15,0.779,,,,,14.35,0.20001,0.260965,0.227398,0.18467,0.225913,0.207198,0.25279,0.216448,0.215778,0.216809,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000166,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,143.91,145.02,1.11,3.382,345.42,MANDRI_STYLE,31.43,,10.54,21.67,13.56,2.41,,,,,20.92,0.185925,0.252414,0.220178,0.160668,0.209641,0.210208,0.207249,0.158091,0.200151,0.209421,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000167,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,183.19,189.47,6.29,3.646,300.28,HIVRA_STYLE,23.33,30.39,,9.8,40.62,0.564,0.304,7.05,3.64,1.76,,0.121244,0.192037,0.178788,0.119574,0.146753,0.126736,0.157151,0.144163,0.122923,0.133717,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000168,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,27.78,28.92,1.14,3.357,575.78,HIVRA_STYLE,30.8,39.87,,10.67,30.0,0.747,0.346,4.5,3.7,2.64,,0.21344,0.268667,0.232651,0.189223,0.249804,0.197742,0.278683,0.23947,0.252243,0.215101,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000169,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,41.91,43.01,1.1,3.399,150.83,HIVRA_STYLE,38.39,49.31,,4.78,28.66,0.906,0.287,5.76,1.78,2.2,,0.165421,0.221735,0.217142,0.143083,0.22455,0.168048,0.165642,0.178464,0.151568,0.168864,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000170,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,10.7,16.87,6.17,3.669,75.22,HIVRA_STYLE,20.66,26.47,,6.78,47.36,0.311,0.23,10.71,3.2,1.35,,0.064753,0.132076,0.091831,0.058028,0.083592,0.103818,0.087403,0.080301,0.100955,0.076162,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000171,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,33.39,34.95,1.56,3.418,152.07,HIVRA_STYLE,28.3,36.4,,12.33,27.95,0.619,0.356,10.1,3.46,2.73,,0.193055,0.290441,0.231869,0.172592,0.229248,0.182258,0.232479,0.200531,0.227925,0.186602,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000172,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,97.12,102.51,5.39,3.387,264.57,MANDRI_STYLE,18.86,,5.17,12.75,69.98,3.041,,,,,18.33,0.107764,0.157317,0.113848,0.087529,0.110514,0.122894,0.14334,0.088605,0.138643,0.131723,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000173,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,71.27,72.39,1.12,3.644,163.64,MANDRI_STYLE,39.15,,6.22,22.31,20.72,0.336,,,,,9.38,0.09654,0.112778,0.119339,0.054408,0.117684,0.053014,0.103069,0.088212,0.129321,0.077358,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000174,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,19.98,21.84,1.86,3.485,138.18,HIVRA_STYLE,24.27,31.55,,8.02,43.29,0.318,0.332,4.61,3.94,2.05,,0.07423,0.14774,0.089606,0.077917,0.13164,0.051058,0.106151,0.080653,0.08872,0.087996,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000175,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,114.19,115.57,1.38,3.635,291.93,MANDRI_STYLE,29.14,,11.58,24.69,14.24,1.241,,,,,12.73,0.074552,0.113495,0.081603,0.030831,0.050192,0.093512,0.099372,0.06083,0.109315,0.083095,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000176,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,100.35,103.28,2.93,3.412,388.9,HIVRA_STYLE,26.49,34.06,,5.75,34.99,2.004,0.289,10.78,2.46,2.57,,0.132035,0.183226,0.178238,0.108365,0.15292,0.163256,0.138248,0.101711,0.168532,0.132249,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000177,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,250.0,252.54,2.54,3.484,191.16,MANDRI_STYLE,37.56,,22.05,12.6,14.67,0.694,,,,,8.52,0.101712,0.101406,0.126628,0.064042,0.126099,0.100613,0.130466,0.042012,0.133626,0.091522,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000178,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,73.8,75.06,1.26,3.478,335.6,HIVRA_STYLE,24.42,31.22,,4.31,46.17,0.904,0.405,10.13,3.23,2.17,,0.148251,0.237388,0.168623,0.127072,0.168778,0.129633,0.161102,0.137931,0.165227,0.182691,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000179,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,19.57,22.89,3.32,3.413,169.16,HIVRA_STYLE,39.14,50.38,,8.06,23.56,0.419,0.309,5.83,1.79,2.11,,0.122822,0.185677,0.176806,0.095356,0.124106,0.120266,0.129812,0.127589,0.160982,0.129546,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000180,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,119.29,120.2,0.91,3.408,323.05,HIVRA_STYLE,28.97,37.74,,4.94,38.48,0.795,0.432,6.72,3.51,2.21,,0.127918,0.144605,0.168351,0.118972,0.168552,0.109646,0.155574,0.09861,0.171896,0.099124,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000181,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,145.66,147.09,1.43,3.457,189.99,HIVRA_STYLE,24.79,32.24,,11.64,29.46,0.943,0.387,11.09,3.43,3.0,,0.193975,0.319189,0.292174,0.162894,0.247839,0.232038,0.25384,0.214315,0.243458,0.236823,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000182,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,5.12,6.19,1.07,3.431,204.56,HIVRA_STYLE,25.86,33.23,,15.81,31.66,0.59,0.351,5.86,3.85,3.17,,0.062379,0.102846,0.074507,0.028409,0.061099,0.043967,0.057403,0.043364,0.089532,0.034437,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000183,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,146.4,152.4,6.0,3.64,283.15,HIVRA_STYLE,20.66,26.85,,10.31,41.66,2.102,0.295,9.44,2.36,2.59,,0.072463,0.106989,0.090756,0.075886,0.104821,0.080863,0.099993,0.069715,0.103223,0.082416,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000184,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,35.04,36.23,1.18,3.468,236.64,HIVRA_STYLE,31.05,40.14,,2.9,41.05,1.227,0.359,7.16,2.45,2.15,,0.12884,0.162251,0.13018,0.092018,0.154921,0.111112,0.150433,0.091496,0.120538,0.115503,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000185,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,38.62,39.04,0.42,3.42,371.78,HIVRA_STYLE,32.18,41.46,,6.82,34.84,0.638,0.38,4.84,4.42,1.65,,0.067822,0.142413,0.112836,0.105302,0.132709,0.111178,0.132392,0.095553,0.146381,0.097874,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000186,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,38.33,39.58,1.25,3.41,182.93,HIVRA_STYLE,34.19,44.37,,10.39,27.0,1.088,0.243,7.29,3.4,1.81,,0.123956,0.138441,0.131547,0.091949,0.129601,0.104862,0.106041,0.118669,0.142333,0.132956,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000187,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,82.92,84.8,1.89,3.406,106.19,HIVRA_STYLE,40.32,52.03,,9.81,24.01,0.68,0.1,5.91,3.13,2.2,,0.167695,0.265295,0.226172,0.192549,0.215413,0.171582,0.235946,0.176125,0.250105,0.172639,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000188,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,37.7,41.0,3.3,3.68,108.54,HIVRA_STYLE,36.17,46.37,,8.14,30.16,1.361,0.128,6.93,4.03,1.68,,0.122129,0.148385,0.138771,0.102876,0.108413,0.125266,0.157725,0.088832,0.125686,0.115669,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000189,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,121.0,122.06,1.06,3.655,97.16,HIVRA_STYLE,24.32,31.49,,9.31,40.94,1.228,0.169,6.69,3.84,2.6,,0.267963,0.352745,0.325259,0.248057,0.298114,0.252009,0.30064,0.266389,0.290184,0.29427,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000190,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,155.12,156.31,1.19,3.627,163.47,HIVRA_STYLE,12.05,15.28,,7.81,56.64,0.724,0.288,7.55,4.69,3.05,,0.159887,0.22614,0.197513,0.161599,0.211474,0.183872,0.233799,0.178075,0.214211,0.20033,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000191,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,84.62,86.91,2.29,3.657,123.18,HIVRA_STYLE,17.21,22.03,,8.93,44.1,1.616,0.465,12.75,3.24,1.94,,0.207338,0.24973,0.247527,0.192774,0.232235,0.255214,0.258104,0.209289,0.240576,0.204743,SYNTHETIC_SCHEMA_FAITHFUL
GEO-000192,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,181.55,182.76,1.2,3.43,99.81,MANDRI_STYLE,32.97,,9.34,28.54,33.62,0.947,,,,,10.49,0.065674,0.128201,0.129295,0.064275,0.157356,0.104722,0.137107,0.071303,0.146195,0.112249,SYNTHETIC_SCHEMA_FAITHFUL
