record_id,mine_name,state,district,mine_latitude,mine_longitude,coordinate_quality,lithology,from_m,to_m,thickness_m,specific_gravity,area_m2,chemistry_schema,mn_pct,mno_pct,mno2_pct,fe2o3_pct,sio2_pct,p2o5_pct,tio2_pct,al2o3_pct,cao_pct,mgo_pct,ai_pct,s2_b4,s2_b8,s2_b11,s2_b12,aster_b4,aster_b5,aster_b6,aster_b7,aster_b8,aster_b9,data_status,volume_m3,estimated_tonnage_proxy_t,ndvi,s2_b11_b12_ratio,aster_b4_b5_ratio,aster_b6_b7_ratio,aster_b8_b9_ratio,grade_band,mno_pct_missing,mno2_pct_missing,fe2o3_pct_missing,sio2_pct_missing,p2o5_pct_missing,tio2_pct_missing,al2o3_pct_missing,cao_pct_missing,mgo_pct_missing,ai_pct_missing,reference_price_inr_per_t,production_cost_inr_per_t,price_reference_type,cost_reference_type,gross_margin_proxy_inr_per_t,estimated_gross_value_inr,profit_proxy_inr
GEO-000234,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,121.82,123.17,1.35,3.668,203.4,HIVRA_STYLE,42.95,55.29,12.0,8.9,21.54,0.773,0.394,3.46,1.85,2.75,12.01,0.203447,0.326725,0.240986,0.161291,0.245424,0.220668,0.269603,0.227344,0.275804,0.220993,SYNTHETIC_SCHEMA_FAITHFUL,274.59,1007.2,0.232525,1.494107,1.112187,1.185881,1.248021,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,13222430.95,6670665.46
GEO-000235,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,16.16,16.62,0.46,3.473,467.03,HIVRA_STYLE,23.92,31.35,12.0,13.48,36.1,1.157,0.371,9.85,2.3,2.49,12.01,0.115702,0.174437,0.148937,0.090411,0.146113,0.107566,0.134384,0.138042,0.156569,0.091214,SYNTHETIC_SCHEMA_FAITHFUL,214.83,746.1,0.202437,1.647333,1.358357,0.973501,1.716502,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,3513437.13,-1339891.15
GEO-000236,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,59.87,60.87,1.0,3.404,132.94,HIVRA_STYLE,33.05,42.86,12.0,8.24,30.74,1.047,0.233,7.2,2.37,2.06,12.01,0.08659,0.122494,0.138905,0.063684,0.082256,0.095319,0.107768,0.110053,0.088313,0.101468,SYNTHETIC_SCHEMA_FAITHFUL,132.94,452.53,0.17172,2.18116,0.862955,0.979237,0.870353,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,3271669.72,327993.74
GEO-000237,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,16.59,17.05,0.46,3.432,125.53,HIVRA_STYLE,31.55,40.79,12.0,10.87,33.69,0.715,0.1,5.28,3.67,2.53,12.01,0.174754,0.172822,0.13498,0.120792,0.171476,0.120743,0.2027,0.133887,0.17373,0.156485,SYNTHETIC_SCHEMA_FAITHFUL,57.74,198.16,-0.005558,1.117458,1.420173,1.513963,1.110202,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,1432643.3,143626.37
GEO-000238,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,69.07,71.97,2.9,3.426,159.35,HIVRA_STYLE,31.96,41.14,12.0,10.99,34.77,0.592,0.234,5.06,3.34,1.76,12.01,0.10039,0.096447,0.139463,0.077321,0.129618,0.119893,0.132374,0.086034,0.183619,0.131923,SYNTHETIC_SCHEMA_FAITHFUL,462.11,1583.19,-0.020032,1.803688,1.081114,1.538624,1.391865,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,11446036.24,1147496.11
GEO-000239,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,40.68,42.75,2.07,3.374,84.61,HIVRA_STYLE,11.45,14.97,12.0,7.24,58.04,3.483,0.336,8.8,3.73,1.72,12.01,0.133807,0.232826,0.108598,0.129199,0.143965,0.144007,0.133862,0.130884,0.153997,0.196083,SYNTHETIC_SCHEMA_FAITHFUL,175.14,590.92,0.270077,0.840548,0.999708,1.022753,0.785366,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2782683.64,-1061209.59
GEO-000240,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,71.1,71.6,0.5,3.44,327.28,HIVRA_STYLE,24.22,31.6,12.0,5.49,40.53,2.563,0.293,10.42,5.2,2.6,12.01,0.113486,0.17046,0.152814,0.091803,0.147123,0.147384,0.141383,0.101146,0.136581,0.10599,SYNTHETIC_SCHEMA_FAITHFUL,163.64,562.92,0.200651,1.664586,0.998229,1.397811,1.288622,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2650829.68,-1010925.51
GEO-000241,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,56.1,57.22,1.12,3.441,494.61,MANDRI_STYLE,35.72,37.66,10.62,12.55,14.72,1.116,0.337,7.654999999999999,3.43,2.295,2.99,0.076708,0.127373,0.094421,0.052187,0.102033,0.073603,0.111153,0.078159,0.10251,0.054639,SYNTHETIC_SCHEMA_FAITHFUL,553.96,1906.18,0.248259,1.809282,1.386261,1.422139,1.876132,35_TO_BELOW_46,1,0,0,0,0,1,1,1,1,0,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,25024159.48,12624592.02
GEO-000242,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,150.77,151.87,1.1,3.506,149.74,HIVRA_STYLE,33.75,43.75,12.0,5.8,32.78,1.081,0.308,8.51,3.92,1.77,12.01,0.061936,0.136277,0.079632,0.03135,0.094114,0.032794,0.052797,0.05029,0.058563,0.05797,SYNTHETIC_SCHEMA_FAITHFUL,164.71,577.47,0.375056,2.540096,2.869854,1.049851,1.010229,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,4174952.18,418550.26
GEO-000243,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,65.61,66.84,1.23,3.435,474.43,HIVRA_STYLE,29.76,38.2,12.0,6.22,36.61,0.809,0.491,5.31,2.98,2.6,12.01,0.125202,0.188822,0.170577,0.144997,0.196477,0.140519,0.18725,0.122586,0.165076,0.183025,SYNTHETIC_SCHEMA_FAITHFUL,583.55,2004.49,0.202596,1.176417,1.398224,1.527499,0.901931,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,14491921.49,1452854.35
GEO-000244,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,13.53,15.53,2.0,3.362,238.9,HIVRA_STYLE,21.61,27.91,12.0,7.13,47.9,1.169,0.366,6.09,2.1,3.2,12.01,0.157145,0.213151,0.199001,0.140606,0.182949,0.169463,0.179588,0.148236,0.1682,0.136326,SYNTHETIC_SCHEMA_FAITHFUL,477.8,1606.36,0.151247,1.415309,1.079581,1.211501,1.233807,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,7564461.69,-2884797.67
GEO-000245,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,19.22,19.75,0.52,3.405,136.36,MANDRI_STYLE,32.56,37.66,14.14,6.29,23.63,0.786,0.337,7.654999999999999,3.43,2.295,9.55,0.081561,0.162098,0.126462,0.109015,0.08163,0.124524,0.144666,0.098691,0.100961,0.082489,SYNTHETIC_SCHEMA_FAITHFUL,70.91,241.45,0.330532,1.160042,0.655536,1.465848,1.223933,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,1745618.31,175002.96
GEO-000246,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,122.8,123.91,1.11,3.451,338.27,HIVRA_STYLE,21.75,28.44,12.0,10.9,37.39,1.577,0.434,7.05,3.64,3.13,12.01,0.074577,0.121883,0.12021,0.066764,0.095009,0.08275,0.114286,0.118702,0.114871,0.097561,SYNTHETIC_SCHEMA_FAITHFUL,375.48,1295.78,0.240792,1.800521,1.148145,0.962798,1.177427,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,6101918.72,-2327039.47
GEO-000247,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,114.77,115.91,1.14,3.463,100.09,HIVRA_STYLE,15.07,19.41,12.0,10.83,53.64,0.368,0.307,6.79,3.8,2.03,12.01,0.082189,0.136356,0.138744,0.107064,0.112899,0.111163,0.109333,0.086748,0.117741,0.079988,SYNTHETIC_SCHEMA_FAITHFUL,114.1,395.13,0.247853,1.295898,1.015617,1.260352,1.471983,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,1860694.83,-709598.16
GEO-000248,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,153.78,160.24,6.46,3.38,188.56,HIVRA_STYLE,23.01,29.93,12.0,7.14,46.53,1.273,0.372,7.14,4.18,1.7,12.01,0.178656,0.277959,0.195586,0.170608,0.219419,0.173085,0.179685,0.163593,0.210615,0.220309,SYNTHETIC_SCHEMA_FAITHFUL,1218.1,4117.18,0.217476,1.146406,1.267695,1.098366,0.955998,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,19388088.82,-7393878.87
GEO-000249,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,37.86,39.0,1.14,3.631,95.21,HIVRA_STYLE,38.62,49.64,12.0,9.3,27.84,0.481,0.352,3.0,3.0,3.2,12.01,0.176221,0.221665,0.204665,0.111714,0.208958,0.183625,0.216812,0.187656,0.240765,0.184796,SYNTHETIC_SCHEMA_FAITHFUL,108.54,394.11,0.114214,1.832044,1.137961,1.155369,1.302869,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,5173840.61,2610182.65
GEO-000250,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,22.65,23.15,0.5,3.423,161.04,HIVRA_STYLE,44.79,58.19,12.0,5.41,17.31,0.293,0.392,6.54,2.86,1.31,12.01,0.174576,0.242824,0.193973,0.125326,0.18323,0.164871,0.198875,0.136866,0.184118,0.149609,SYNTHETIC_SCHEMA_FAITHFUL,80.52,275.62,0.163507,1.547747,1.111354,1.453064,1.230661,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,3618314.55,1825425.75
GEO-000251,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,24.03,29.47,5.43,3.661,130.99,HIVRA_STYLE,42.26,54.55,12.0,10.08,18.47,0.785,0.375,7.15,2.35,1.94,12.01,0.044494,0.061537,0.061994,0.030127,0.061565,0.060267,0.072017,0.036538,0.057023,0.049331,SYNTHETIC_SCHEMA_FAITHFUL,711.28,2604.0,0.160736,2.057755,1.021537,1.971016,1.155926,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,34185077.64,17246239.92
GEO-000252,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,18.44,19.62,1.18,3.64,226.16,MANDRI_STYLE,31.35,37.66,11.51,20.12,11.91,2.111,0.337,7.654999999999999,3.43,2.295,9.86,0.111164,0.207667,0.156772,0.104898,0.143665,0.105647,0.164616,0.144121,0.151952,0.144747,SYNTHETIC_SCHEMA_FAITHFUL,266.87,971.41,0.302678,1.494518,1.359859,1.142207,1.049776,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,7023032.02,704077.97
GEO-000253,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,79.69,80.97,1.28,3.663,116.68,MANDRI_STYLE,23.05,37.66,6.75,17.06,30.49,0.701,0.337,7.654999999999999,3.43,2.295,10.3,0.092073,0.160051,0.155155,0.124439,0.171867,0.120394,0.127405,0.118314,0.150429,0.133299,SYNTHETIC_SCHEMA_FAITHFUL,149.35,547.07,0.269621,1.246836,1.427538,1.076838,1.128508,BELOW_25,1,0,0,0,0,1,1,1,1,0,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2576190.92,-982461.13
GEO-000254,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,17.17,18.18,1.01,3.425,235.52,MANDRI_STYLE,16.37,37.66,9.49,30.47,33.38,0.88,0.337,7.654999999999999,3.43,2.295,16.3,0.106805,0.132974,0.110267,0.054812,0.089326,0.101896,0.101101,0.098117,0.092968,0.064754,SYNTHETIC_SCHEMA_FAITHFUL,237.88,814.74,0.109138,2.011731,0.876639,1.030413,1.435711,BELOW_25,1,0,0,0,0,1,1,1,1,0,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,3836667.69,-1463158.98
GEO-000255,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,91.68,92.79,1.11,3.646,330.83,MANDRI_STYLE,26.3,37.66,7.14,25.1,55.87,1.227,0.337,7.654999999999999,3.43,2.295,16.83,0.158291,0.206987,0.187753,0.114903,0.168826,0.163692,0.154242,0.18224,0.154112,0.137189,SYNTHETIC_SCHEMA_FAITHFUL,367.22,1338.88,0.133312,1.634013,1.031364,0.846367,1.123355,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,9679740.9,970420.22
GEO-000256,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,71.76,73.04,1.27,3.395,174.2,MANDRI_STYLE,27.19,37.66,17.8,8.86,29.8,0.313,0.337,7.654999999999999,3.43,2.295,1.9,0.154207,0.220243,0.206974,0.147427,0.197348,0.151659,0.174523,0.121245,0.18932,0.144738,SYNTHETIC_SCHEMA_FAITHFUL,221.23,751.08,0.176355,1.403908,1.301261,1.439424,1.308019,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,5430105.61,544382.78
GEO-000257,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,8.42,10.47,2.06,3.454,191.21,MANDRI_STYLE,40.44,37.66,17.48,17.95,19.24,1.143,0.337,7.654999999999999,3.43,2.295,15.05,0.134791,0.187875,0.148728,0.088775,0.128017,0.130835,0.144782,0.125312,0.196854,0.12567,SYNTHETIC_SCHEMA_FAITHFUL,393.89,1360.5,0.164517,1.675337,0.978461,1.155372,1.566436,35_TO_BELOW_46,1,0,0,0,0,1,1,1,1,0,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,17860521.56,9010564.29
GEO-000258,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Mn ore,66.2,67.25,1.05,3.457,113.29,HIVRA_STYLE,34.95,45.24,12.0,11.27,29.0,0.977,0.325,6.64,3.61,1.52,12.01,0.091934,0.145556,0.071752,0.051667,0.09734,0.082705,0.110055,0.092512,0.146866,0.090857,SYNTHETIC_SCHEMA_FAITHFUL,118.95,411.21,0.225786,1.388739,1.176954,1.189629,1.616452,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,2972937.27,298045.01
GEO-000259,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Calc-silicate rock,60.49,61.9,1.41,3.424,135.39,HIVRA_STYLE,35.43,46.1,12.0,11.25,29.52,0.809,0.202,5.07,3.03,1.93,12.01,0.135694,0.193292,0.171455,0.144235,0.147766,0.14051,0.120385,0.130078,0.176625,0.131099,SYNTHETIC_SCHEMA_FAITHFUL,190.9,653.64,0.175077,1.18872,1.05164,0.925483,1.347264,35_TO_BELOW_46,0,1,0,0,0,0,0,0,0,1,13127.91,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,6622.98,8580927.09,4329044.65
GEO-000260,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,250.0,255.49,5.49,3.386,468.28,HIVRA_STYLE,19.82,25.77,12.0,13.64,38.7,1.221,0.39,4.64,4.98,3.19,12.01,0.177065,0.236849,0.196083,0.140398,0.202029,0.171554,0.194024,0.177348,0.173971,0.1974,SYNTHETIC_SCHEMA_FAITHFUL,2570.86,8704.93,0.144436,1.396622,1.177641,1.09403,0.881312,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,40992124.72,-15632835.59
GEO-000261,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,9.08,9.56,0.48,3.469,223.14,HIVRA_STYLE,14.27,18.43,12.0,12.94,48.86,1.389,0.376,8.79,3.58,3.07,12.01,0.086025,0.212082,0.14066,0.087403,0.145823,0.157089,0.138953,0.122763,0.145328,0.118385,SYNTHETIC_SCHEMA_FAITHFUL,107.11,371.56,0.422858,1.609327,0.928283,1.13188,1.227588,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,1749702.05,-667269.74
GEO-000262,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,98.15,99.27,1.12,3.423,124.54,HIVRA_STYLE,25.94,33.45,12.0,8.44,42.43,0.691,0.17,5.71,3.41,1.83,12.01,0.088929,0.18597,0.176155,0.120364,0.124904,0.121754,0.187391,0.142188,0.126556,0.133759,SYNTHETIC_SCHEMA_FAITHFUL,139.48,477.44,0.353006,1.463519,1.025872,1.31791,0.946149,25_TO_BELOW_35,0,1,0,0,0,0,0,0,0,1,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,3451762.29,346048.51
GEO-000263,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,144.28,144.77,0.49,3.508,251.91,MANDRI_STYLE,17.54,37.66,3.7,20.5,41.14,0.914,0.337,7.654999999999999,3.43,2.295,14.42,0.117563,0.20227,0.169322,0.114427,0.142536,0.159617,0.154526,0.147607,0.175455,0.203243,SYNTHETIC_SCHEMA_FAITHFUL,123.44,433.03,0.264848,1.479738,0.892988,1.046874,0.863277,BELOW_25,1,0,0,0,0,1,1,1,1,0,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2039168.58,-777661.26
GEO-000264,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-mica schist,197.85,198.33,0.48,3.386,109.22,HIVRA_STYLE,10.25,13.09,12.0,9.16,54.06,2.251,0.286,11.1,4.9,1.93,12.01,0.11585,0.18622,0.150031,0.091756,0.133542,0.134555,0.171238,0.142884,0.167217,0.146886,SYNTHETIC_SCHEMA_FAITHFUL,52.43,177.53,0.232959,1.635108,0.992471,1.198441,1.138413,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,836001.2,-318819.03
GEO-000265,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartz-biotite-muscovite schist,53.21,53.66,0.45,3.386,514.55,HIVRA_STYLE,13.56,17.86,12.0,13.23,51.61,0.721,0.34,7.49,4.42,3.56,12.01,0.114681,0.145176,0.16015,0.096648,0.111826,0.086684,0.15352,0.119095,0.164952,0.160058,SYNTHETIC_SCHEMA_FAITHFUL,231.55,784.03,0.117353,1.657044,1.290042,1.289055,1.030576,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,3692052.15,-1408008.12
GEO-000266,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Biotite gneiss,85.35,87.49,2.14,3.663,465.16,MANDRI_STYLE,31.13,37.66,24.36,21.01,11.45,0.93,0.337,7.654999999999999,3.43,2.295,1.0,0.128591,0.155102,0.1481,0.130243,0.133987,0.1185,0.179108,0.140456,0.173701,0.160844,SYNTHETIC_SCHEMA_FAITHFUL,995.44,3646.3,0.09345,1.137105,1.130692,1.275189,1.079935,25_TO_BELOW_35,1,0,0,0,0,1,1,1,1,0,7229.73,6504.93,OFFICIAL_IBM_EX_MINE_PRICE,OFFICIAL_IBM_PRODUCTION_COST,724.8,26361764.5,2642838.24
GEO-000267,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Dolomitic marble,142.33,142.84,0.51,3.419,325.35,HIVRA_STYLE,14.09,18.14,12.0,15.48,48.03,0.777,0.261,9.42,3.57,2.38,12.01,0.181656,0.283005,0.224224,0.173984,0.202051,0.225496,0.211122,0.198755,0.186728,0.20645,SYNTHETIC_SCHEMA_FAITHFUL,165.93,567.31,0.218114,1.288762,0.896029,1.062222,0.904471,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,2671502.5,-1018809.34
GEO-000268,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Quartzite,123.67,124.19,0.52,3.455,147.28,HIVRA_STYLE,20.47,26.35,12.0,9.94,44.05,1.277,0.387,10.04,3.6,3.46,12.01,0.061308,0.098995,0.116151,0.076324,0.093634,0.060818,0.087487,0.078478,0.104349,0.072312,SYNTHETIC_SCHEMA_FAITHFUL,76.59,264.62,0.235099,1.521815,1.539577,1.114796,1.443038,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,1246114.1,-475220.47
GEO-000269,Gumgaon,Maharashtra,Nagpur,21.407941,78.985706,OFFICIAL_PUBLISHED_EXTENT_ENVELOPE,Gondite,104.72,108.11,3.39,3.636,566.03,HIVRA_STYLE,19.44,24.72,12.0,10.82,39.55,2.928,0.357,8.79,4.74,2.2,12.01,0.2422,0.31267,0.285446,0.245981,0.285565,0.272114,0.28028,0.270523,0.284832,0.280936,SYNTHETIC_SCHEMA_FAITHFUL,1918.84,6976.9,0.127003,1.160439,1.049431,1.036067,1.013868,BELOW_25,0,1,0,0,0,0,0,0,0,1,4709.07,6504.93,DEMO_FALLBACK_MEDIAN_OF_OFFICIAL_REFERENCES,OFFICIAL_IBM_PRODUCTION_COST,-1795.86,32854710.48,-12529535.63
